Names,Price,Before Promo,Main Photo,descriptions,About Phone,All Reviews,Ratings,Number of Ratings,Brand,category
Anker A2741H11 Ultra Dual Port Car Charger 30W - Black,825,No Sale,https://m.media-amazon.com/images/I/41UOj7NdQjL._AC_SX522_.jpg,,,(),No Rating,No Ratings,Anker,chargers
"Anker Power Bank, Ultra-Compact 5,200mAh Portable Charger, PowerCore 5K Battery Pack, Compatible with iPhone 15/15 Plus/15 Pro/15 Pro Max/14/13 Series, Samsung, Google Pixel, LG (Adapter Not Included)",1999,No Sale,https://m.media-amazon.com/images/I/61Cvs8vxYgL._AC_SX522_.jpg,(Connector : Type USB Type C)   (Brand : Name Anker)   (Battery : Cell Composition Lithium Ion)   (Color : white)   (Special : Features Lightweight)   (Voltage : 5 Volts),"Travel-Friendly Power Solution: The Anker Power Bank (PowerCore 5K) champions a compact and lightweight design, making it your dependable companion for on-the-go charging needs., Compact Yet Mighty: Don't be fooled by its small size, this power bank packs a robust 5,200 mAh capacity, enough to fully charge devices like the iPhone 13 once., Multi-Device Charging: With dual USB-A and USB-C ports, this versatile power bank allows simultaneous charging of two devices, delivering a total output of 12W., Prioritizing Safety: Integrated with numerous safety features, the power bank ensures comprehensive protection for your device, the charger, and most importantly, you., Comprehensive Package: The package comprises the Anker Power Bank (PowerCore 5K), a 2 ft (0.6 m) USB-A to USB-C cable, a user-friendly welcome guide, an 18-month warranty, and dedicated access to Anker's customer service.",(It's a small and easy to carry battery. It Charges fast)   ( charges the devices fast as well without overheating)   ( and the lower power option (for headphones and/or smartwatches) is a really good tool.)   (Great power bank that is compact and can charge an iPhone fully for multiple days.)   (Super produit)   (Great little spare charger for mobile phone. Much smaller and easier to handle than some of the bigger ones. Returns power for long time and charges fine.)   (Batería bastante compacta)   ( no pesa demasiado y se puede llevar fácilmente.),4.5 out of 5 stars,"2,212 ratings",Anker,chargers
Baseus GaN5 Pro Fast Charger C+U 100W US Black (With Mini White Cable Type-C to Type-C 100W(20V/5A) 1m Black),2799.99,No Sale,https://m.media-amazon.com/images/I/51wgQLOTz-L._AC_SX679_.jpg,(Brand : Name Baseus)   (Compatible : Phone Models all phone models)   (Color : White)   (Material : Rubber)   (Item : Dimensions 10 x 5 x 3 centimeters)   (Water : Resistance Level Not Water Resistant)   (Form : Factor Basic Case),"Baseus GaN5 Pro Fast Charger C+U 100W US Black (With Mini White Cable Type-C to Type-C 100W(20V/5A) 1m Black), Baseus GaN5 Pro Fast Charger C+U 100W US Black (With Mini White Cable Type-C to Type-C 100W(20V/5A) 1m Black), Baseus GaN5 Pro Fast Charger C+U 100W US Black (With Mini White Cable Type-C to Type-C 100W(20V/5A) 1m Black), Baseus GaN5 Pro Fast Charger C+U 100W US Black (With Mini White Cable Type-C to Type-C 100W(20V/5A) 1m Black), Baseus GaN5 Pro Fast Charger C+U 100W US Black (With Mini White Cable Type-C to Type-C 100W(20V/5A) 1m Black)",(),No Rating,No Ratings,Baseus,chargers
"Anker USB C Fast Charger 40W, 521 Charger (Nano Pro), PIQ 3.0 Durable Compact (Not Foldable) for iPhone 14/14 Plus/14 Pro/14 Pro Max/13, Galaxy, Pixel 4/3, iPad/iPad Mini (Cable Not Included)",1000,No Sale,https://m.media-amazon.com/images/I/61fyytAQE3L._AC_SX522_.jpg,(Brand : Name Anker)   (Connector : Type USB)   (Compatible : Devices Tablets)   (Color : Glacier Blue)   (Input : Voltage 240 Volts)   (Total : USB Ports 2)   (Wattage : 40 watts)   (Number : of Items 1),"40W Max Charging: Charge your MacBook Air at full speed when you connect to either port., Simultaneous Charging: Power up your iPhone 13 and your iPad at the same time, at full speed., Advanced Safety Features: Equipped with our all-new ActiveShield safety system to offer enhanced protection. Features a Dynamic Temperature Sensor which actively monitors temperature, and a Power Tuner Chip which adjusts power output to safeguard your connected device.",(Have been using this as my only travel charger  for a Samsung notebook)   ( 2 iPhones)   ( Apple Watch and iPad Pro. The fast charging works well enough so having 2 USBC ports is good enough most of the time.)   (Edited: Received a replacement at seller's expense and this one works as advertised and at the level and quality I typically see from Anker. Perhaps there was a quality issue with some of them but the customer service experience was excellent.  Original review: This is a phenomenal charger for one product. Unfortunately)   ( I purchased this because there are two ports.  This did not work for what I would argue is an advertised usecase since 20W is clearly targeted towards an Apple customer. I tried using this with a HomePod mini (came with 20W adapter so likely 9V/2.22A) and iPhone 11 (should draw 18W at 9V/2A) and instead neither charges. Maybe I have a defective unit but I essentially paid extra money for a 40W singleport charger. Should have just purchased 2 of their older ones which definitely work.)   (To heavy so it doesn't fit in the wall properly however I do like that it has two charger plugs I have many devices that need plugged up the save me to having to keep buying charger box)   (As many others mentioned)   ( this charger doesn't work properly with the Pixel 7/Pro and newer devices. When I plug in my Pixel 7 Pro)   ( it keeps disconnecting/reconnecting every couple seconds. At first I thought it was the cable)   ( so I tried multiple other cables that I know for sure works and the same thing happens.  However)   ( this charger does a good job on older devices like my old Pixel 6a and iPhones.)   (Love pretty much everything about this. I love that this has the double USB C)   ( perfect for charging my Mac Air and iPhone. I just need to get a USB C Watch Charger. It charges all of my devices quickly. I also love the color and got the cords to match. I'll end with my one complaint; I wish that the prongs folded in to make it a bit more compact. Not a deal breaker though. Overall love Anker products and this one is no exception!),4.8 out of 5 stars,"1,205 ratings",Anker,chargers
"Baseus Powerbank 20,000 mAh, PD 65W QC 4.0 Quick Charge USB-C with 4 Outputs for Apple iPhone, iPad, Samsung Galaxy, Tablets, Oppo, Huawei, Xiaomi, Asus ROG - Black (Black)",4899.99,No Sale,https://m.media-amazon.com/images/I/51J5Tb8MGVL._AC_SX679_.jpg,"(Brand : Name Baseus)   (Battery : Cell Composition Polymer)   (Color : white)   (Special : Features Digital Display, Fast Charging)   (Voltage : 5 Volts)   (Recommended : Uses For Product Cellular Phone)","⚡Brand: Baseus, ⚡Capacity: ⚡20,000 mAh⚡, ⚡Power: 🚀⚡ 65W ⚡🚀, 💻Compatibility: All Mobile and Tablet Devices, ⚡ Type C 100W Cable included, ⚡Extra Capacity for Long Work Time, ⚡4 Outputs at Same time",(),No Rating,No Ratings,Baseus,chargers
"LDNIO A4406 Charger LED Bedside Lamp With 4 USB Desktop Charger , 4.4A Quick Charging , Night Light - White With gold",395,No Sale,https://m.media-amazon.com/images/I/41zV33mA0KL._AC_SX522_.jpg,"(Brand : Name LDNIO)   (Connectivity : Technology USB)   (Connector : Type USB)   (Compatible : Devices Cellular Phones)   (Included : Components Charger, Light)   (Cable : Length 1 Meters)   (Special : Features Fast Charging)",Ldinio,(),No Rating,No Ratings,LDNIO,chargers
Joyroom JR-T013 15W Power Bank 10000mAh-Black,590,No Sale,https://m.media-amazon.com/images/I/51LBTWz+1HL._AC_SX679_.jpg,,"Large display that shows the remaining charge level, The device has as many as 3 output sockets, Powerbank supports many fast charging protocols",(يوجد ثلاثه وصلات شحن والشحن السريع انه منتج جيد جدا)   (ممتاز جدا وجربته علي الرواتر وفعلا شغله بالواصلة المخصاصة اي الراوتر فعلا حاجة محترمة جدا)   (لا انصح بشراءه منتج سيء جدا جدا جدا جدا وبطيء قوي قوي قوي قوي)   (جميل جدا وسريع)   (منصحش بيه لشحن الموبايلات ولما بشغل بيه الراوتر بيقعد شويه ويفصل لوحده)   (مكملش شهر معايا وباظ)   (فخم و شيك و بيشحن بسرعة),3.7 out of 5 stars,15 ratings,Joyroom,chargers
Baseus Compact Charger 2U 10.5W EU Black,249,255.54,https://m.media-amazon.com/images/I/41PZLToiOKL._AC_SX522_.jpg,"(Brand : Name Baseus)   (Connectivity : Technology USB)   (Connector : Type USB)   (Compatible : Phone Models Please check description)   (Included : Components Charger)   (Special : Features Lightweight Design, Travel, Over Temperature Protection)","Input AC 100-240V~, 50/60Hz, 0.3A max., USB1 / USB2 output 5V / 2A, USB1 + USB2 output 5V / 2.1A, Material PC",(ممتاز)   (Gayet iyi çalışıyor ve hızlı şarj ediyor)   ( iki tane USB girişi olmasını kullanışlı buldum. Bir süredir kullanıyorum herhangi bir sorunla karşılaşmadım.)   (çok kullanışlı işimi yeterince görüyor)   (Sorunsuz çalışıyor çift çıkışlı olması da ayrıca güzel tablet ve diğer ürünleri şarj etmek için kullanıyorum)   ( tavsiye ederim hızlı ve sorunsuz kargolama için de ayrıca teşekkür ederim.)   (Anne babam için aldım )   ( küçük olması çok hoş marka zaten bilindik kaliteli . Tavsiye ederim.)   (Kaliteli),5.0 out of 5 stars,1 rating,Baseus,chargers
"Anker 733 Power Bank (GaNPrime PowerCore 65W), 2-in-1 Hybrid Charger, 10,000mAh 30W USB-C Portable Charger with 65W Wall Charger, Works for iPhone 13, Samsung, Pixel, MacBook, Dell, and More",5246,5440.00,https://m.media-amazon.com/images/I/61V9+Thoc0L._AC_SX522_.jpg,"(Connector : Type USB Type C, USB Type A)   (Brand : Name Anker)   (Battery : Cell Composition Lithium Polymer)   (Color : black)   (Special : Features Portable)   (Voltage : 5 Volts)","2-in-1 Charger: Enjoy the best of both worlds with a hybrid 65W wall charger and 10,000mAh portable charger in one., Power for 3: With 2 USB-C ports and 1 USB-A port, you can easily charge up to 3 devices at once., Powered by GaNPrime: The portable charger is equipped with Anker's most advanced GaN-powered charging system, an innovative stacked design, PowerIQ 3.0 for higher efficiency, and ActiveShield 2.0 for intelligent temperature monitoring., Wide Compatibility: Works flawlessly with a wide range of devices including phones, tablets, laptops, and more., What You Get: Anker 733 Power Bank (GaNPrime PowerCore 65W), welcome guide, 24-month stress-free warranty, and friendly customer service.",(Bought one… wife stole it… bought a second one)   (بصراحة الشاحن ممتاز وشحنه سريع بس والله وقت شرائي له وبسعر ٢٧٠ريال توقعت انه اقدر افك الكبس الجداري واحمل الشاحن المتنقل لكن للاسف ما ينفك واذا اخذته معي وزنه ثقيل ليتكم بس تعوضوني بشاحن متنقل نحيف ووزنه خفيف تعويضا لي🥺)   (اقسم بالله اتعب وانا امدحه اللي اخترعه والله جبار شاحن يشحن نفسه وفي نفس الوقت يشحن الاجهزة الثانيه ! وفي نفس الوقت يمديك تستعمل كشاحن راس عادي واذا امتلى جهازك يبدى يشحن نفسه!!! ومو بس كذا الشاحن شحن سريع يشحن جوالي ايفون برو الى ٨٠ في نص ساعه واشحن فيه الماك برضو بس عيبه مساحته قليله بس في نفس الوقت مفروض ما تفرق معك لان يمديك تشحنه في اي مكان ولا تشيل هم)   (very good charging speeds)   ( good quality as usual with anger products)   ( but is on the pricey side i would wait until there is a sale to buy it.)   (اسواء شي واجهني مناديب الشحن سيئين لازم يشفون لهم حل),4.4 out of 5 stars,121 ratings,Anker,chargers
Anker PowerCore III 10K B2B,1323.71,1575.00,https://m.media-amazon.com/images/I/71tgLwoVLcL._AC_SX522_.jpg,(Brand : Name Anker)   (Battery : Cell Composition Lithium Ion)   (Color : black)   (Special : Features Slim)   (Voltage : 5 Volts)   (Recommended : Uses For Product Cellular Phone),"<br>One of the lightest 10000mAh portable charger in the market., <br>Slimline design fits neatly next to smartphones in palm or pocket., <br>Small current mode that would help to charge bluetooth devices.",(Doesnt work with iphone 12 Takes more than 3 hours to charge samsung device Read more)   (مايشحن ابداً خسارة الفلوس فيه Read more),3.3 out of 5 stars,17 ratings,Anker,chargers
Joyroom JR-L008 Cutie Series 22.5W Power Bank with Kickstand 10000mAh-White,880,No Sale,https://m.media-amazon.com/images/I/51JOs+-dh-L._AC_SX522_.jpg,(Brand : Name Joyroom)   (Battery : Cell Composition Lithium Ion)   (Color : tan)   (Voltage : 5 Volts)   (Recommended : Uses For Product Cellular Phone)   (Power : Source Battery Powered),JR-L008White,(),No Rating,No Ratings,Joyroom,chargers
LDNIO A2204 Travel Charger 2 USB Port AUTO-ID Charger 2.4A 12W With Type-C Cable - White,119,155.35,https://m.media-amazon.com/images/I/61rMwqGPW+L._AC_SX522_.jpg,(Brand : Name LDNIO)   (Connectivity : Technology USB)   (Connector : Type USB 3.0)   (Compatible : Phone Models Apple iPhone 6S)   (Included : Components USB Cable)   (Special : Features Travel),"Two digital devices can be charged at the same time, the charging process is fast, efficient, safe and reliable, Suitable for all devices/digital products that can be powered/charged through the USB interface., It can charge tablet computers and mobile phones, with over-current, over-voltage, over-temperature protection functions., Lightweight, easy to carry and easy to operate.",(تاجر غير امين بيبعت الشواحن بايظه)   (good)   (it is not working.!!!!!  bad quality)   (Nothing is working in the package)   (حلو وبيحل مشكلة الشحن لشخصين)   (الشاحن جالي بايظ ومش شغال انصح بعدم الشراء مطلقا)   (جيد)   (الوصلة الشاحن مش اصلية),2.3 out of 5 stars,22 ratings,LDNIO,chargers
JOYROOM JR-TCF06 Flash Series PD 20W Single-Port Charger - Black (EU) + C To L Cable 1M - Black,447,No Sale,https://m.media-amazon.com/images/I/51bu3Tz1HwL._AC_SX522_.jpg,"(Brand : Name Joyroom)   (Compatible : Devices Tablets)   (Included : Components USB Cable)   (Special : Features Short Circuit Protection, Fast Charging)   (Color : Black)   (Input : Voltage 220 Volts (AC))   (Mounting : Type Wall Mount)   (Total : USB Ports 1)","Provides PD 20W high-power fast charging for phones and tablets of various brands, Charging with less heat, harmless to phone, Smart chip, safe for battery, Offers protection against overvoltage, overheating and short circuit, You can charge many mobile devices with it from phones to tablets",(),No Rating,No Ratings,JOYROOM,chargers
Samsung Wireless Charger Convertible 9W Fast,2233,No Sale,https://m.media-amazon.com/images/I/51lCjLb2x2L._AC_SX679_.jpg,"(Brand : Name SAMSUNG)   (Connector : Type usb)   (Compatible : Phone Models Samsung Galaxy S6 Edge, Apple iPhone 8 Plus)   (Included : Components Wireless Charger)   (Cable : Length 1 Meters)   (Special : Features Lightweight Design, Magnetic, Fast Charging)","Unique and fashionable design., Against unwanted bumps., Exact size and fitting., Lightweight., Made of high quality materials.",(Amazing Product)   ( Charger Fast and is 100% Authentic),5.0 out of 5 stars,3 ratings,Samsung,chargers
"LDNIO USB C Car Charger 38W 2-Port Super Fast Car Charger Adapter, PD USB C & QC 3.0 38W Fast Car Charger for iPhone 14/13/12, iPad Pro, Samsung Galaxy S22/21/Pixel 7/Moto/LG,",499,No Sale,https://m.media-amazon.com/images/I/61GZYC8MOAL._AC_SY679_.jpg,"(Brand : Name LDNIO)   (Connectivity : Technology USB)   (Connector : Type USB)   (Compatible : Phone Models Apple iPhone 14)   (Included : Components Charger, Car Charger)   (Special : Features Fast Charging)","Quick charge technology 36W charging and offers fast charging., Modern design Sense of high quality, completely different look from other chargers., Widely applicable USB Ports provide fast charging, support most kinds of phones (with PD3.0& QC 3.0 output )., Multi-protection High grade fire-proof PC material, 9 multi-protection, safe to use",(As described)   ( fast charging and high quality)   (كويس بالنسبة لسعره ولكن الوصلة اللى جاية معاه Usb to Lighting)   (شغل نصب علنى المفروض فى سلك شحن زاي الصوره جى معاه سلك ابيض 10سنتى فين حمايه المستهلك تشوف الشركات ده اللى بتنصب على الناس)   (الشاحن كويس، و السعر معقول جدا، لكن انا استلمت علبه غلط، المفروض معاه كابل شحن ايفون لكن انا استلمت كابل شحن سامسونج. الشاحن مش بيمسك كويس اوي في الولاعه.)   (يعمل بطريقه ممتازه),4.2 out of 5 stars,21 ratings,LDNIO,chargers
Anker A2727 Aluminum Scratch Resistant Alloy Car Charger Dual USB A Ports With Pump Out a Combined To Provide Full Speed Charge To 2 Phones At Once Fits Most Types Of Smart Devices 24W - Black,766.71,No Sale,https://m.media-amazon.com/images/I/61+DOqoTVBL._AC_SY300_SX300_.jpg,(Brand : Name Anker)   (Connectivity : Technology USB)   (Connector : Type Usb)   (Included : Components Car Charger)   (Color : Black)   (Input : Voltage 120 Volts)   (Number : of Items 1),"Finished with a scratch-resistant alloy surface to match even the pristine vehicle interiors, Gold-plated circuitry reduces heat while charging to maximize charging speed and efficiency, The super-small design conserves space, allowing seamless access to the rest of your dashboard, Twin USB-A ports pump out a combined 24W—enough to provide a full-speed charge to 2 phones at once, Twin USB-A ports pump out a combined 24W—enough to provide a full-speed charge to 2 phones at once. (Not compatible with Qualcomm Quick Charge.",(),No Rating,No Ratings,Anker,chargers
LDNIO A2203 Travel Charger 2 USB Port AUTO-ID Charger 2.4A 12W With Type-C Cable - White,184,263.00,https://m.media-amazon.com/images/I/51Co-zDDQTL._AC_SX522_.jpg,"(Brand : Name LDNIO)   (Connectivity : Technology USB)   (Connector : Type USB)   (Compatible : Devices Cellular Phones)   (Included : Components USB Cable)   (Cable : Length 1 Meters)   (Special : Features Travel, Fast Charging)",Ldinio,(ممتاز وشحن متوسط قيمة مقابل سعر),5.0 out of 5 stars,2 ratings,LDNIO,chargers
"LDNIO A2205 Charger LED Touch Lamp With 2 USB Port AUTO-ID 2.4A , Touch power Switch With Lightning Cable - White With gold",300,No Sale,https://m.media-amazon.com/images/I/510Qs-kAHdL.__AC_SY300_SX300_QL70_ML2_.jpg,"(Brand : Name LDNIO)   (Connectivity : Technology USB)   (Connector : Type Lightning)   (Compatible : Devices Multi)   (Included : Components Cable, Battery, Charger)   (Cable : Length 1 Meters)   (Special : Features Fast Charging)","Ultra-Fast Charging: Power Up Your Devices In No Time With Our Charger'S High-Speed Charging Capabilities, Ensuring You Stay Connected And Productive Throughout The Day., Universal Compatibility: Our Charger Is Designed To Work Seamlessly With A Wide Range Of Devices, Including Smartphones, Tablets, Laptops, And More. Say Goodbye To The Hassle Of Carrying Multiple Chargers!, Smart Charging Technology: Featuring Intelligent Charging Technology, Our Charger Adapts To Your Device'S Power Requirements, Providing Optimal And Safe Charging To Maximize Battery Life., Durable Design: Built To Last, Our Charger Is Constructed With High-Quality Materials To Withstand Daily Wear And Tear. Rest Assured That You'Re Investing In A Reliable Charging Solution",(عالمي بالنسبة لسعره)   (Nice But The Light goes ON by it self)   (شكله و الماتريال حلوين اوى بس جبت اتنين و ماستحملوش شهرين تلاته و باظو و روحت بدلته من التوكيل و باظ تانى لاسف)   (High quality)   (Good quality but a lot smaller than in the image.)   (ممتاذ وشيك وشحن سريع شكرا سوق.كوم)   (Worked only for half an hour)   (الاضاءة الليلية لا تعمل بانتظام),3.7 out of 5 stars,32 ratings,LDNIO,chargers
LDNIO C509Q Car Charger With Type-C to lightning Cable - Gold,409.50,No Sale,https://m.media-amazon.com/images/I/51niVB2wcUL._AC_SX522_.jpg,"(Brand : Name LDNIO)   (Connectivity : Technology USB, Lightning)   (Connector : Type USB, Lightning)   (Compatible : Phone Models)   (Apple : iPhone 12, Apple iPhone 11, Apple iPhone 13, Apple iPhone X, Apple iPhone XS, Apple iPhone XS Max, Apple iPhone 11 Pro MAX, Apple iPhone 8, Apple iPhone XR, Apple iPhone 7, Apple iPhone 7 Plus, Apple iPhone 6)   (Included : Components USB Cable)","The Multi-Protection Security System Ensures Complete Protection For You And Your Devices., Slim, Stylish And Incredibly Compact To Stay Out Of The Way When Plugged In., Car Charger Has A Built-In Intelligent Power Management Chip That Automatically Adapts Output Power To Protect The Device While Maximizing Charging Speed And Efficiency., The Shrapnel Contact Design Makes The Car Charger Plug-In Firmly, No Matter The Situation Is A Bumpy Road, It Can Provide A Stable Power Supply For The Device. Compact Design With Small And Lightweight Features For Added Portability",(Excellent and charges as expected),4.0 out of 5 stars,8 ratings,LDNIO,chargers
LDNIO A3315 Travel Charger 15.5W With 3 USB Port With Type-C Cable 1M - White,209,No Sale,https://m.media-amazon.com/images/I/3167su1JhxL._AC_SX522_.jpg,"(Brand : Name LDNIO)   (Connectivity : Technology USB)   (Connector : Type USB)   (Compatible : Devices Cellular Phones)   (Included : Components Type-C cable)   (Cable : Length 1 Meters)   (Special : Features Travel, Fast Charging)",Ldinio,(),No Rating,No Ratings,LDNIO,chargers
Baseus Car Charger Golden Contactor Max Dual Fast Charger C+U 60W Dark Gray (CGJM000113),690,No Sale,https://m.media-amazon.com/images/I/51N0iDqBBBL._AC_SX522_.jpg,"(Brand : Name Baseus)   (Connectivity : Technology USB)   (Connector : Type USB)   (Compatible : Phone Models Cellular Phones)   (Included : Components Charger, Car Charger)   (Special : Features Fast Charging)",CGJM000113,(),1.0 out of 5 stars,1 rating,Baseus,chargers
Apple 35W Dual USB-C Port Power Adapter,2500,No Sale,https://m.media-amazon.com/images/I/51Co9HfEyUL._AC_SX522_.jpg,,"The 35W Dual USB-C Port Compact Power Adapter allows you to charge two devices at the same time, whether you’re at home, in the office or on the go., The compact size and folding pins make it easy to pack and store., Apple recommends using it with MacBook Air. You can also use it with iPhone, iPad, Apple Watch and AirPods., Charging cable sold separately., Compatible Mac: MacBook Air (M2, 2022), MacBook Air (M1, 2020), MacBook Air (Retina, 13‑inch, 2020), MacBook Air (Retina, 13-inch, 2018–2019), MacBook (Retina, 12-inch, Early 2015–2017)",(Great charger. Great that it works with the Apple travel adapters also Read more)   (Does the job and is a very neat solution)   ( like other Apple chargers the duckhead allows this to be used worldwide with ease. Only gripe is the price which is eye wateringly expensive. Read more)   (Bought this charger to power my Apple Magsafe Wireless charger and Apple Watch which both connect via USBC. It's a great high quality unit. Tear downs of this charge have shown that it uses high quality components and is well engineered. However for me the main benefit is the fact that it has no annoying charging light. Many of the Anker USBC chargers and other good quality brands have a light. Overall couldn't be more pleased with it. Read more)   (Charges so quickly Read more)   (Yeah)   ( double USB C dual output…. It works Read more),4.6 out of 5 stars,77 ratings,Apple,chargers
SAMSUNG SUPER FAST CHARGER BLACK EP-T2510 25W,1499,No Sale,https://m.media-amazon.com/images/I/41+Oa-Il2iL._AC_SX522_.jpg,"(Brand : Name SAMSUNG)   (Connectivity : Technology USB)   (Connector : Type USB)   (Compatible : Devices Tablets, Cellular Phones)   (Included : Components 3ft USB Type-C to Type-C Charging Cable)   (Special : Features Fast Charging)   (Color : black / black)","SFC 25W Super Fast Charging, Safe and Stable - Features protection against over load, short circuits, high temperature, and other occurrences, Comes with 3ft USB Type-C to Type-C Charging Cable",(),No Rating,No Ratings,SAMSUNG,chargers
LDNIO A2201 Fast Wall Charger EU Plug With Cable Type C And 2.4A Dual USB Ports - White,243.75,No Sale,https://m.media-amazon.com/images/I/71uL+IvfWTL._AC_SX300_SY300_.jpg,"(Brand : Name LDNIO)   (Connectivity : Technology USB)   (Connector : Type USB)   (Compatible : Devices Cellular Phones)   (Included : Components Charger)   (Special : Features Fast Wall Charging, Cable Type C, 2.4A Dual USB Ports)   (Color : white)","Brand : LDNIO, Type Name : Charger, Model Number : A2201, Color : white",(),No Rating,No Ratings,LDNIO,chargers
"LDNIO DL-C17 Fast Car Charger 12W With USB Port , Auto-ID USB , Smart Charger , Safety Quick and TYPE-C Cable - White",123,No Sale,https://m.media-amazon.com/images/I/51GjNBoWBSL._AC_SX522_.jpg,(Brand : Name LDNIO)   (Connectivity : Technology USB)   (Connector : Type USB)   (Compatible : Devices Cellular Phones)   (Included : Components USB Cable)   (Cable : Length 1 Meters)   (Special : Features Fast Charging),"The Multi-Protection Security System Ensures Complete Protection For You And Your Devices., Slim, Stylish And Incredibly Compact To Stay Out Of The Way When Plugged In., Car Charger Has A Built-In Intelligent Power Management Chip That Automatically Adapts Output Power To Protect The Device While Maximizing Charging Speed And Efficiency., The Shrapnel Contact Design Makes The Car Charger Plug-In Firmly, No Matter The Situation Is A Bumpy Road, It Can Provide A Stable Power Supply For The Device. Compact Design With Small And Lightweight Features For Added Portability",(الشاحن يعمل جيدا شكرا للبائع شكرا امازون)   (موضح فى وصف المنتج بأنه يدعم الشحن السريع وهو ليس سريع بالمرة)   (سيى جدا و ضعيف في الشحن)   (Excellent)   ( nothing negative),3.1 out of 5 stars,5 ratings,LDNIO,chargers
"Energizer DC2BLCMM Multi USB Car Charger, 2.4 A - Black",385,No Sale,https://m.media-amazon.com/images/I/71hYH-bGOAL._AC_SX522_.jpg,"(Brand : Name Energizer)   (Connectivity : Technology USB)   (Connector : Type Micro USB, USB ◇C)   (Compatible : Phone Models Universal)   (Included : Components 1 product)   (Cable : Length 1 Meters)","Compatible with multiple devices, Made in China, Dual port",(منتج ممتاز)   (bon touché)   ( bonne présentation)   ( soft et agréable),5.0 out of 5 stars,6 ratings,Energizer,chargers
"Anker 324 Power Bank 10,000 mAh Portable Charging Station",1088,No Sale,https://m.media-amazon.com/images/I/31ofb2e7eGL._AC_SY679_.jpg,(Connector : Type USB Type C)   (Brand : Name Anker)   (Voltage : 5 Volts)   (Battery : Cell Composition Lithium Ion)   (Recommended : Uses For Product Charging)   (Item : Dimensions L x W x Thickness 16L x 8W x 1.5Th centimeters),Portable Charging Station,(منتج زي الزفت سعر مبالغ فيه بيقعد عالشاحن اكتر من ٦ ساعات وبيخلص في نص ساعه ومش بيوصل البطارية حتي ٥٠٪ اعتقد منتج مضروب وحسبي الله ونعم الوكيل في البائع),1.0 out of 5 stars,2 ratings,Anker,chargers
Ldnio A2423C High Quality EU Plug Fast Charger With LED Dual Port (Type-C & USB) 20W With Type-C To Type-C Charging Cable - White,628.14,No Sale,https://m.media-amazon.com/images/I/31kw5Rsk5wL._AC_SX522_.jpg,(Brand : Name LDNIO)   (Connectivity : Technology USB)   (Connector : Type USB 3.0)   (Compatible : Phone Models iPhone 13)   (Special : Features Fast Charging)   (Color : White),"Dual USB ports, support PD + QC3.0 quick charging, *Touch switch LED night lamp, warm and comfortab, *Full protocol, supports PD/QC3.0/SCP/FCP/VOOC/PE, *PD 25W output special for iPhone 13, *Fireproof PC shell, keep safe using",(),No Rating,No Ratings,Ldnio,chargers
"Anker Magnetic Wireless Charging Pad with Sleek Design, PowerWave Select+ Magnetic Pad, 5 ft Built-in Charging Cable, 7.5W Only Compatible with iPhone 12, Blue+ 18 Months Local Warranty",1200,No Sale,https://m.media-amazon.com/images/I/51EzyzEPyDL._AC_SX522_.jpg,(Brand : Name Anker)   (Connectivity : Technology USB)   (Connector : Type Micro USB)   (Compatible : Phone Models Apple iPhone SE)   (Included : Components USB Cable)   (Cable : Length 1.2 Meters),"The Anker Advantage: Enjoyed by over 50 million users worldwide, our leading technology will change the way you charge., Complete Charging Convenience: Instantly charge your phone or earbuds simply by placing them in the center of PowerWave Pad. Never fuss around with plugging and unplugging cables again, just set down and power up., Universal Compatibility: PowerWave Pad provides 10W output for Samsung Galaxy, 7.5W for iPhone, and 5W for other phones or wireless earbuds (including AirPods)., Through-Case Charging: Don't fumble with your phone case. PowerWave charges directly through protective cases up to 5 mm thick (not including cases with magnetic or metal attachments)., What You Get: Anker 313 Wireless Charger (Pad) / PowerWave Pad, 4 ft Micro USB Cable, welcome guide, worry-free 18-month warranty, and friendly customer service.",(كما الوصف)   (If you have to buy a third party magsafe charger)   ( this is one of the best options you’ll find specially for its price. Great value for money)   (The size of product is not same as it shown in the image. The size is very small),4.2 out of 5 stars,9 ratings,Anker,chargers
